1012
4,476
4,476
4,476
4,476
4,476
4,476
4,475
5,475
6,475
8,475
11,475
11,475
14,475
15,475
15,475
16,476
16,476
17,476
19,476
22,479
22,479
23,479
28,479
28,479
31,479
34,479
36,479
37,479
41,479
44,479
53,480
60,480
66,481
71,481
71,481
75,481
76,481
76,481
79,481
79,481
81,481
86,481
91,481
94,481
97,481
97,481
97,481
100,481
103,480
106,479
112,477
115,476
122,471
123,470
123,470
123,469
124,469
124,469
124,464
124,460
124,457
124,455
124,455
124,453
124,450
124,450
123,445
123,444
122,442
120,435
120,432
120,432
119,431
119,426
116,420
116,416
116,416
115,411
115,406
115,402
115,402
115,399
115,399
115,397
115,397
115,397
115,393
115,388
115,382
115,378
115,373
115,370
115,366
115,364
115,361
116,360
119,357
121,355
122,354
122,354
122,354
122,354
122,354
122,354
122,353
123,352
125,348
129,343
129,343
130,341
130,340
130,335
130,333
130,333
130,332
130,332
130,332
129,326
127,321
126,318
122,310
121,306
121,305
120,303
120,303
119,300
119,298
119,297
118,292
118,289
118,285
118,280
118,278
117,273
115,270
115,261
115,253
114,245
114,243
114,235
114,235
116,228
116,227
116,224
117,217
117,214
117,210
118,204
118,200
118,200
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
118,197
112,115
112,115
112,115
112,115
112,115
112,113
113,112
113,112
113,112
114,111
121,103
121,102
122,101
122,100
122,100
125,98
128,95
129,94
129,94
133,91
137,89
147,88
151,88
151,88
154,88
162,87
170,87
173,87
174,87
178,87
181,87
182,87
190,85
191,85
191,85
192,85
192,85
201,83
206,82
211,82
213,81
213,81
216,81
216,81
217,81
219,81
220,81
220,81
217,82
217,82
217,82
218,82
219,82
221,83
223,84
223,84
224,85
226,85
226,85
229,85
231,85
233,85
234,85
243,85
249,85
249,85
251,85
254,85
256,85
256,85
257,85
257,85
263,86
263,86
265,86
272,87
274,87
278,87
284,87
285,87
292,87
298,87
305,87
305,87
313,87
319,87
325,86
327,86
334,86
335,86
343,86
345,85
345,85
345,85
345,85
345,85
345,85
348,85
353,85
356,87
356,87
356,87
357,87
357,87
357,87
360,87
360,87
360,87
365,88
365,88
366,89
367,89
367,89
371,89
372,89
372,89
378,89
387,89
394,89
398,89
398,89
339,87
339,87
339,87
348,87
355,87
355,87
358,87
358,87
363,87
368,87
368,87
368,87
369,87
372,87
373,88
375,88
375,88
375,88
377,88
381,88
385,88
394,89
395,89
400,89
406,89
406,89
410,89
416,89
420,89
425,89
425,89
425,89
425,89
430,92
435,95
441,99
442,100
443,101
443,101
443,105
443,106
443,108
440,117
439,121
439,122
439,122
439,124
439,124
439,124
442,127
442,127
443,132
444,134
444,134
444,134
444,134
444,134
444,137
444,137
444,140
444,143
444,147
444,148
444,151
444,155
444,158
444,158
445,159
445,159
446,160
446,161
446,163
446,165
446,165
446,169
446,174
446,174
446,174
446,174
446,174
446,174
446,174
446,174
446,174
446,174
446,174
446,174
445,162
445,162
445,162
445,162
445,165
445,166
445,173
445,176
445,176
445,179
445,182
445,183
445,188
445,191
445,199
445,204
445,205
445,205
444,212
444,215
444,216
444,217
444,218
444,219
444,220
444,220
444,220
444,223
444,223
444,223
444,223
444,227
443,232
443,232
443,239
440,243
440,244
440,247
440,252
441,255
443,261
444,262
447,265
450,266
451,267
451,267
452,268
452,268
452,268
459,270
467,270
471,270
471,270
473,270
478,270
484,270
484,270
487,270
487,270
487,270
487,270
487,270
487,270
487,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
488,270
548,271
548,271
548,271
548,271
548,271
550,271
550,271
553,271
554,271
555,271
559,271
559,271
561,271
561,271
561,271
561,271
566,274
569,278
572,281
574,282
580,283
580,283
588,283
599,283
600,282
608,279
609,279
609,279
609,279
609,279
613,278
613,278
613,278
620,275
620,275
620,275
620,275
622,275
626,275
626,275
626,275
635,275
638,275
638,275
638,275
643,275
643,275
644,275
649,277
650,278
653,282
653,282
653,282
653,282
654,284
655,287
656,293
657,297
661,302
663,307
665,310
666,314
670,322
670,325
672,331
672,332
672,333
672,333
672,334
672,342
672,342
672,345
672,350
673,351
673,354
673,354
673,357
673,362
673,364
673,372
673,377
673,382
673,382
673,384
673,387
673,387
673,391
673,391
673,392
673,396
673,396
673,399
673,401
673,402
673,402
673,405
673,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
675,405
688,462
688,462
688,462
688,462
688,462
691,461
698,462
710,464
714,464
717,465
718,465
718,465
718,465
718,465
719,465
719,465
723,466
724,466
725,466
725,466
728,466
731,466
732,466
732,466
736,466
736,466
736,466
736,466
736,466
740,466
740,466
745,465
747,465
747,465
750,464
750,464
750,464
750,464
750,464
750,464
752,464
753,464
753,464
759,464
759,464
761,464
761,464
764,464
767,464
767,464
767,464
770,464
777,464
781,464
783,464
789,464
795,464
798,464
807,465
810,465
776,466
776,466
775,466
775,466
776,466
777,466
781,467
795,468
802,468
809,468
818,468
822,468
825,468
825,468
825,468
827,468
828,468
830,468
838,468
839,468
840,468
842,468
842,468
842,468
843,468
844,468
844,468
850,467
850,467
855,466
855,466
856,466
865,465
865,465
875,465
878,465
879,465
885,465
891,465
902,464
902,464
906,463
906,463
911,462
912,462
915,460
917,459
917,459
920,459
927,456
928,455
931,454
935,453
938,452
944,449
944,449
944,449
948,447
949,444
949,443
950,442
950,439
951,432
951,430
952,424
953,418
953,417
953,416
954,409
954,408
954,407
955,406
955,405
955,401
955,399
955,397
955,393
955,389
955,382
955,381
955,372
955,366
955,366
955,364
955,364
954,361
954,361
954,361
954,361
954,361
954,361
953,355
953,355
953,354
951,344
951,344
952,344
952,344
952,341
954,338
955,338
955,338
955,338
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
954,340
949,264
949,264
949,264
950,263
950,256
951,256
952,253
952,253
952,253
952,249
952,248
952,244
952,240
952,239
952,236
952,232
953,227
953,225
953,219
953,218
953,218
953,218
953,218
953,217
953,217
952,216
952,216
952,213
952,213
953,209
955,207
955,206
955,205
955,202
955,202
955,201
955,196
955,195
955,190
955,188
956,186
956,185
956,184
956,179
956,173
956,173
955,170
954,168
953,166
953,166
953,166
949,162
947,159
945,151
944,149
944,149
944,143
944,140
944,139
944,132
944,124
944,119
944,118
944,116
944,115
944,108
944,106
946,103
948,100
948,100
948,100
949,97
949,96
949,87
949,81
949,81
949,79
949,79
949,79
949,79
948,77
946,74
945,72
944,71
943,70
943,70
937,68
936,67
933,62
932,61
931,60
926,57
924,55
922,53
922,53
922,53
921,48
921,47
921,47
921,47
921,47
917,43
917,43
916,42
916,42
912,42
911,42
906,42
898,42
897,42
893,41
889,40
882,39
878,38
878,38
878,38
873,37
867,37
863,34
858,34
854,34
851,34
844,34
834,34
821,33
811,33
807,33
807,33
807,33
807,33
804,33
801,33
801,33
793,33
783,34
775,36
769,38
768,38
766,39
766,39
766,39
766,39
766,39
760,39
760,39
760,39
753,40
741,41
730,43
729,43
719,47
718,47
718,47
717,47
709,50
706,51
705,51
705,51
705,51
700,53
697,55
697,55
692,58
689,61
680,65
679,65
678,65
674,66
674,66
672,68
672,68
672,68
670,74
670,80
670,83
670,88
670,88
670,91
669,100
669,105
669,110
669,113
668,119
668,122
667,124
667,124
667,125
664,128
664,129
664,129
664,129
664,129
665,133
666,134
666,134
667,138
668,141
668,141
668,141
668,141
668,141
668,141
668,141
669,145
669,147
669,151
669,155
669,155
669,163
669,163
669,168
669,168
669,176
669,182
669,182
669,190
669,193
669,193
670,200
670,200
670,204
670,204
670,204
670,204
